unit,target_rank,quantity,upgrade_material,rarity
thousInfernalMaster,IRON_3,2,upgHpC013,Common
thousInfernalMaster,IRON_3,6,upgHpC017,Common
thousInfernalMaster,IRON_3,1,upgArmR005,Rare
thousInfernalMaster,IRON_3,1,upgArmU007,Uncommon
thousInfernalMaster,IRON_3,1,upgDmgU003,Uncommon
thousInfernalMaster,IRON_3,1,upgHpU015,Uncommon
thousInfernalMaster,IRON_3,5,upgHpU017,Uncommon
thousInfernalMaster,BRONZE_1,6,upgArmC004,Common
thousInfernalMaster,BRONZE_1,4,upgArmC012,Common
thousInfernalMaster,BRONZE_1,2,upgDmgC007,Common
thousInfernalMaster,BRONZE_1,6,upgHpC006,Common
thousInfernalMaster,BRONZE_1,1,upgArmR006,Rare
thousInfernalMaster,BRONZE_1,1,upgDmgR029,Rare
thousInfernalMaster,BRONZE_1,5,upgDmgU010,Uncommon
thousInfernalMaster,BRONZE_1,5,upgDmgU014,Uncommon
thousInfernalMaster,BRONZE_1,1,upgHpU017,Uncommon
thousInfernalMaster,BRONZE_2,4,upgArmC006,Common
thousInfernalMaster,BRONZE_2,4,upgArmC013,Common
thousInfernalMaster,BRONZE_2,3,upgDmgC005,Common
thousInfernalMaster,BRONZE_2,3,upgDmgC008,Common
thousInfernalMaster,BRONZE_2,2,upgHpC013,Common
thousInfernalMaster,BRONZE_2,2,upgHpC015,Common
thousInfernalMaster,BRONZE_2,1,upgDmgR003,Rare
thousInfernalMaster,BRONZE_2,1,upgHpR008,Rare
thousInfernalMaster,BRONZE_2,1,upgHpR029,Rare
thousInfernalMaster,BRONZE_2,5,upgArmU009,Uncommon
thousInfernalMaster,BRONZE_2,5,upgArmU013,Uncommon
thousInfernalMaster,BRONZE_2,5,upgDmgU011,Uncommon
thousInfernalMaster,BRONZE_3,4,upgArmC003,Common
thousInfernalMaster,BRONZE_3,3,upgArmC007,Common
thousInfernalMaster,BRONZE_3,4,upgArmC011,Common
thousInfernalMaster,BRONZE_3,4,upgArmC012,Common
thousInfernalMaster,BRONZE_3,2,upgDmgC007,Common
thousInfernalMaster,BRONZE_3,3,upgHpC010,Common
thousInfernalMaster,BRONZE_3,2,upgHpC013,Common
thousInfernalMaster,BRONZE_3,4,upgArmR006,Rare
thousInfernalMaster,BRONZE_3,1,upgArmR029,Rare
thousInfernalMaster,BRONZE_3,1,upgDmgR005,Rare
thousInfernalMaster,BRONZE_3,9,upgHpR029,Rare
thousInfernalMaster,BRONZE_3,5,upgArmU007,Uncommon
thousInfernalMaster,BRONZE_3,5,upgDmgU010,Uncommon
thousInfernalMaster,BRONZE_3,5,upgHpU012,Uncommon
thousInfernalMaster,SILVER_1,4,upgArmC003,Common
thousInfernalMaster,SILVER_1,2,upgDmgC012,Common
thousInfernalMaster,SILVER_1,8,upgDmgC014,Common
thousInfernalMaster,SILVER_1,2,upgHpC013,Common
thousInfernalMaster,SILVER_1,1,upgArmE008,Epic
thousInfernalMaster,SILVER_1,9,upgArmR029,Rare
thousInfernalMaster,SILVER_1,9,upgDmgR029,Rare
thousInfernalMaster,SILVER_1,1,upgHpR002,Rare
thousInfernalMaster,SILVER_1,4,upgHpR018,Rare
thousInfernalMaster,SILVER_1,5,upgDmgU019,Uncommon
thousInfernalMaster,SILVER_1,5,upgHpU012,Uncommon
thousInfernalMaster,SILVER_2,6,upgArmC005,Common
thousInfernalMaster,SILVER_2,1,upgDmgE003,Epic
thousInfernalMaster,SILVER_2,1,upgHpE012,Epic
thousInfernalMaster,SILVER_2,9,upgArmR029,Rare
thousInfernalMaster,SILVER_2,6,upgDmgR005,Rare
thousInfernalMaster,SILVER_2,9,upgDmgR029,Rare
thousInfernalMaster,SILVER_2,9,upgHpR029,Rare
thousInfernalMaster,SILVER_2,6,upgArmU006,Uncommon
thousInfernalMaster,SILVER_3,3,upgArmC007,Common
thousInfernalMaster,SILVER_3,4,upgArmC011,Common
thousInfernalMaster,SILVER_3,4,upgArmC012,Common
thousInfernalMaster,SILVER_3,2,upgDmgC007,Common
thousInfernalMaster,SILVER_3,4,upgDmgC012,Common
thousInfernalMaster,SILVER_3,8,upgDmgC014,Common
thousInfernalMaster,SILVER_3,4,upgHpC008,Common
thousInfernalMaster,SILVER_3,9,upgHpC010,Common
thousInfernalMaster,SILVER_3,1,upgArmE008,Epic
thousInfernalMaster,SILVER_3,4,upgArmR006,Rare
thousInfernalMaster,SILVER_3,18,upgDmgR029,Rare
thousInfernalMaster,SILVER_3,10,upgHpR008,Rare
thousInfernalMaster,SILVER_3,9,upgHpR029,Rare
thousInfernalMaster,SILVER_3,5,upgArmU007,Uncommon
thousInfernalMaster,SILVER_3,5,upgDmgU010,Uncommon
thousInfernalMaster,SILVER_3,10,upgDmgU019,Uncommon
thousInfernalMaster,SILVER_3,6,upgHpU009,Uncommon
thousInfernalMaster,GOLD_1,12,upgArmC006,Common
thousInfernalMaster,GOLD_1,12,upgDmgC003,Common
thousInfernalMaster,GOLD_1,6,upgDmgC005,Common
thousInfernalMaster,GOLD_1,6,upgDmgC008,Common
thousInfernalMaster,GOLD_1,2,upgDmgC013,Common
thousInfernalMaster,GOLD_1,6,upgHpC015,Common
thousInfernalMaster,GOLD_1,4,upgHpC016,Common
thousInfernalMaster,GOLD_1,5,upgArmE009,Epic
thousInfernalMaster,GOLD_1,7,upgDmgE003,Epic
thousInfernalMaster,GOLD_1,5,upgDmgE010,Epic
thousInfernalMaster,GOLD_1,1,upgHpL109,Legendary
thousInfernalMaster,GOLD_1,9,upgArmR029,Rare
thousInfernalMaster,GOLD_1,7,upgDmgR003,Rare
thousInfernalMaster,GOLD_1,9,upgDmgR029,Rare
thousInfernalMaster,GOLD_1,15,upgArmU013,Uncommon
thousInfernalMaster,GOLD_1,10,upgDmgU009,Uncommon
thousInfernalMaster,GOLD_1,10,upgDmgU011,Uncommon
thousInfernalMaster,GOLD_1,5,upgHpU016,Uncommon
thousInfernalMaster,GOLD_2,8,upgArmC003,Common
thousInfernalMaster,GOLD_2,12,upgArmC005,Common
thousInfernalMaster,GOLD_2,3,upgArmC007,Common
thousInfernalMaster,GOLD_2,8,upgArmC011,Common
thousInfernalMaster,GOLD_2,8,upgArmC012,Common
thousInfernalMaster,GOLD_2,4,upgArmC013,Common
thousInfernalMaster,GOLD_2,4,upgDmgC007,Common
thousInfernalMaster,GOLD_2,4,upgHpC008,Common
thousInfernalMaster,GOLD_2,9,upgHpC010,Common
thousInfernalMaster,GOLD_2,6,upgHpC013,Common
thousInfernalMaster,GOLD_2,3,upgArmE008,Epic
thousInfernalMaster,GOLD_2,1,upgDmgE010,Epic
thousInfernalMaster,GOLD_2,5,upgHpE012,Epic
thousInfernalMaster,GOLD_2,2,upgHpE017,Epic
thousInfernalMaster,GOLD_2,8,upgArmR006,Rare
thousInfernalMaster,GOLD_2,18,upgArmR029,Rare
thousInfernalMaster,GOLD_2,12,upgDmgR005,Rare
thousInfernalMaster,GOLD_2,10,upgHpR008,Rare
thousInfernalMaster,GOLD_2,18,upgHpR029,Rare
thousInfernalMaster,GOLD_2,12,upgArmU006,Uncommon
thousInfernalMaster,GOLD_2,5,upgArmU007,Uncommon
thousInfernalMaster,GOLD_2,5,upgArmU009,Uncommon
thousInfernalMaster,GOLD_2,10,upgDmgU010,Uncommon
thousInfernalMaster,GOLD_2,6,upgHpU009,Uncommon
thousInfernalMaster,GOLD_2,10,upgHpU012,Uncommon
thousInfernalMaster,GOLD_3,8,upgArmC003,Common
thousInfernalMaster,GOLD_3,12,upgArmC007,Common
thousInfernalMaster,GOLD_3,12,upgDmgC012,Common
thousInfernalMaster,GOLD_3,24,upgDmgC014,Common
thousInfernalMaster,GOLD_3,4,upgHpC008,Common
thousInfernalMaster,GOLD_3,18,upgHpC010,Common
thousInfernalMaster,GOLD_3,4,upgHpC013,Common
thousInfernalMaster,GOLD_3,6,upgHpC017,Common
thousInfernalMaster,GOLD_3,6,upgDmgE010,Epic
thousInfernalMaster,GOLD_3,5,upgHpE015,Epic
thousInfernalMaster,GOLD_3,9,upgHpL109,Legendary
thousInfernalMaster,GOLD_3,18,upgArmR029,Rare
thousInfernalMaster,GOLD_3,18,upgDmgR029,Rare
thousInfernalMaster,GOLD_3,10,upgHpR008,Rare
thousInfernalMaster,GOLD_3,20,upgArmU007,Uncommon
thousInfernalMaster,GOLD_3,30,upgDmgU019,Uncommon
thousInfernalMaster,GOLD_3,8,upgHpU009,Uncommon
thousInfernalMaster,GOLD_3,10,upgHpU012,Uncommon
thousInfernalMaster,GOLD_3,5,upgHpU017,Uncommon
thousInfernalMaster,DIAMOND_1,12,upgArmC005,Common
thousInfernalMaster,DIAMOND_1,12,upgArmC006,Common
thousInfernalMaster,DIAMOND_1,4,upgArmC011,Common
thousInfernalMaster,DIAMOND_1,12,upgDmgC003,Common
thousInfernalMaster,DIAMOND_1,6,upgDmgC005,Common
thousInfernalMaster,DIAMOND_1,6,upgDmgC008,Common
thousInfernalMaster,DIAMOND_1,2,upgDmgC013,Common
thousInfernalMaster,DIAMOND_1,2,upgDmgC015,Common
thousInfernalMaster,DIAMOND_1,6,upgHpC010,Common
thousInfernalMaster,DIAMOND_1,6,upgHpC015,Common
thousInfernalMaster,DIAMOND_1,4,upgHpC016,Common
thousInfernalMaster,DIAMOND_1,5,upgArmE009,Epic
thousInfernalMaster,DIAMOND_1,7,upgDmgE003,Epic
thousInfernalMaster,DIAMOND_1,11,upgDmgE010,Epic
thousInfernalMaster,DIAMOND_1,18,upgHpL109,Legendary
thousInfernalMaster,DIAMOND_1,7,upgDmgR003,Rare
thousInfernalMaster,DIAMOND_1,15,upgHpR008,Rare
thousInfernalMaster,DIAMOND_1,18,upgHpR029,Rare
thousInfernalMaster,DIAMOND_1,15,upgArmU013,Uncommon
thousInfernalMaster,DIAMOND_1,5,upgArmU014,Uncommon
thousInfernalMaster,DIAMOND_1,10,upgDmgU009,Uncommon
thousInfernalMaster,DIAMOND_1,10,upgDmgU011,Uncommon
thousInfernalMaster,DIAMOND_1,6,upgHpU009,Uncommon
thousInfernalMaster,DIAMOND_1,5,upgHpU016,Uncommon
thousInfernalMaster,DIAMOND_2,12,upgArmC002,Common
thousInfernalMaster,DIAMOND_2,12,upgArmC005,Common
thousInfernalMaster,DIAMOND_2,4,upgArmC011,Common
thousInfernalMaster,DIAMOND_2,12,upgDmgC003,Common
thousInfernalMaster,DIAMOND_2,6,upgDmgC005,Common
thousInfernalMaster,DIAMOND_2,6,upgDmgC008,Common
thousInfernalMaster,DIAMOND_2,2,upgDmgC013,Common
thousInfernalMaster,DIAMOND_2,2,upgDmgC015,Common
thousInfernalMaster,DIAMOND_2,4,upgHpC016,Common
thousInfernalMaster,DIAMOND_2,6,upgHpC017,Common
thousInfernalMaster,DIAMOND_2,3,upgArmE010,Epic
thousInfernalMaster,DIAMOND_2,7,upgDmgE003,Epic
thousInfernalMaster,DIAMOND_2,17,upgDmgE010,Epic
thousInfernalMaster,DIAMOND_2,27,upgHpL109,Legendary
thousInfernalMaster,DIAMOND_2,12,upgArmR015,Rare
thousInfernalMaster,DIAMOND_2,7,upgDmgR003,Rare
thousInfernalMaster,DIAMOND_2,9,upgHpR008,Rare
thousInfernalMaster,DIAMOND_2,12,upgArmU005,Uncommon
thousInfernalMaster,DIAMOND_2,5,upgArmU014,Uncommon
thousInfernalMaster,DIAMOND_2,10,upgDmgU009,Uncommon
thousInfernalMaster,DIAMOND_2,10,upgDmgU011,Uncommon
thousInfernalMaster,DIAMOND_2,5,upgHpU016,Uncommon
thousInfernalMaster,DIAMOND_2,5,upgHpU017,Uncommon
thousInfernalMaster,DIAMOND_3,12,upgArmC005,Common
thousInfernalMaster,DIAMOND_3,4,upgArmC011,Common
thousInfernalMaster,DIAMOND_3,2,upgDmgC015,Common
thousInfernalMaster,DIAMOND_3,6,upgHpC017,Common
thousInfernalMaster,DIAMOND_3,8,upgArmE008,Epic
thousInfernalMaster,DIAMOND_3,20,upgDmgE010,Epic
thousInfernalMaster,DIAMOND_3,8,upgHpE017,Epic
thousInfernalMaster,DIAMOND_3,8,upgArmL001,Legendary
thousInfernalMaster,DIAMOND_3,16,upgArmL202,Legendary
thousInfernalMaster,DIAMOND_3,8,upgDmgL001,Legendary
thousInfernalMaster,DIAMOND_3,16,upgDmgL202,Legendary
thousInfernalMaster,DIAMOND_3,27,upgHpL109,Legendary
thousInfernalMaster,DIAMOND_3,9,upgHpR008,Rare
thousInfernalMaster,DIAMOND_3,5,upgArmU014,Uncommon
thousInfernalMaster,DIAMOND_3,5,upgHpU017,Uncommon
thousInfernalMaster,ADAMANTINE_1,12,upgArmC013,Common
thousInfernalMaster,ADAMANTINE_1,12,upgHpC007,Common
thousInfernalMaster,ADAMANTINE_1,6,upgHpC013,Common
thousInfernalMaster,ADAMANTINE_1,6,upgHpC017,Common
thousInfernalMaster,ADAMANTINE_1,8,upgArmE008,Epic
thousInfernalMaster,ADAMANTINE_1,5,upgArmE010,Epic
thousInfernalMaster,ADAMANTINE_1,7,upgDmgE004,Epic
thousInfernalMaster,ADAMANTINE_1,14,upgDmgE010,Epic
thousInfernalMaster,ADAMANTINE_1,8,upgHpE017,Epic
thousInfernalMaster,ADAMANTINE_1,8,upgArmL001,Legendary
thousInfernalMaster,ADAMANTINE_1,16,upgArmL202,Legendary
thousInfernalMaster,ADAMANTINE_1,3,upgArmL203,Legendary
thousInfernalMaster,ADAMANTINE_1,8,upgDmgL001,Legendary
thousInfernalMaster,ADAMANTINE_1,19,upgDmgL202,Legendary
thousInfernalMaster,ADAMANTINE_1,9,upgHpL109,Legendary
thousInfernalMaster,ADAMANTINE_1,6,upgHpM003,Mythic
thousInfernalMaster,ADAMANTINE_1,6,upgHpM004,Mythic
thousInfernalMaster,ADAMANTINE_1,7,upgHpR019,Rare
thousInfernalMaster,ADAMANTINE_1,15,upgArmU009,Uncommon
thousInfernalMaster,ADAMANTINE_1,10,upgDmgU014,Uncommon
thousInfernalMaster,ADAMANTINE_1,5,upgHpU017,Uncommon
thousSorcerer,STONE_2,1,upgArmC005,Common
thousSorcerer,STONE_2,1,upgArmC006,Common
thousSorcerer,STONE_2,1,upgDmgC010,Common
thousSorcerer,STONE_2,1,upgDmgC014,Common
thousSorcerer,STONE_2,1,upgHpC007,Common
thousSorcerer,STONE_2,1,upgHpC010,Common
thousSorcerer,STONE_3,1,upgArmC007,Common
thousSorcerer,STONE_3,1,upgArmC013,Common
thousSorcerer,STONE_3,2,upgDmgC012,Common
thousSorcerer,STONE_3,4,upgDmgC014,Common
thousSorcerer,STONE_3,1,upgHpC016,Common
thousSorcerer,STONE_3,1,upgHpC017,Common
thousSorcerer,STONE_3,1,upgDmgU004,Uncommon
thousSorcerer,IRON_1,1,upgDmgC003,Common
thousSorcerer,IRON_1,1,upgDmgC013,Common
thousSorcerer,IRON_1,6,upgHpC002,Common
thousSorcerer,IRON_1,1,upgArmU008,Uncommon
thousSorcerer,IRON_1,1,upgArmU013,Uncommon
thousSorcerer,IRON_1,1,upgHpU016,Uncommon
thousSorcerer,IRON_2,6,upgArmC005,Common
thousSorcerer,IRON_2,6,upgHpC007,Common
thousSorcerer,IRON_2,1,upgArmU009,Uncommon
thousSorcerer,IRON_2,1,upgDmgU010,Uncommon
thousSorcerer,IRON_2,1,upgDmgU011,Uncommon
thousSorcerer,IRON_2,1,upgHpU009,Uncommon
thousSorcerer,IRON_3,4,upgDmgC012,Common
thousSorcerer,IRON_3,2,upgHpC013,Common
thousSorcerer,IRON_3,6,upgHpC017,Common
thousSorcerer,IRON_3,1,upgArmR005,Rare
thousSorcerer,IRON_3,1,upgArmU007,Uncommon
thousSorcerer,IRON_3,1,upgDmgU003,Uncommon
thousSorcerer,IRON_3,1,upgHpU015,Uncommon
thousSorcerer,IRON_3,5,upgHpU017,Uncommon
thousSorcerer,BRONZE_1,6,upgArmC004,Common
thousSorcerer,BRONZE_1,4,upgArmC012,Common
thousSorcerer,BRONZE_1,2,upgDmgC007,Common
thousSorcerer,BRONZE_1,6,upgHpC006,Common
thousSorcerer,BRONZE_1,1,upgArmR006,Rare
thousSorcerer,BRONZE_1,1,upgDmgR029,Rare
thousSorcerer,BRONZE_1,5,upgDmgU010,Uncommon
thousSorcerer,BRONZE_1,5,upgDmgU014,Uncommon
thousSorcerer,BRONZE_1,1,upgHpU017,Uncommon
thousSorcerer,BRONZE_2,4,upgArmC006,Common
thousSorcerer,BRONZE_2,4,upgArmC013,Common
thousSorcerer,BRONZE_2,3,upgDmgC005,Common
thousSorcerer,BRONZE_2,3,upgDmgC008,Common
thousSorcerer,BRONZE_2,2,upgHpC013,Common
thousSorcerer,BRONZE_2,2,upgHpC015,Common
thousSorcerer,BRONZE_2,1,upgDmgR003,Rare
thousSorcerer,BRONZE_2,1,upgHpR008,Rare
thousSorcerer,BRONZE_2,1,upgHpR029,Rare
thousSorcerer,BRONZE_2,5,upgArmU009,Uncommon
thousSorcerer,BRONZE_2,5,upgArmU013,Uncommon
thousSorcerer,BRONZE_2,5,upgDmgU011,Uncommon
thousSorcerer,BRONZE_3,4,upgArmC003,Common
thousSorcerer,BRONZE_3,3,upgArmC007,Common
thousSorcerer,BRONZE_3,4,upgArmC011,Common
thousSorcerer,BRONZE_3,4,upgArmC012,Common
thousSorcerer,BRONZE_3,2,upgDmgC007,Common
thousSorcerer,BRONZE_3,3,upgHpC010,Common
thousSorcerer,BRONZE_3,2,upgHpC013,Common
thousSorcerer,BRONZE_3,4,upgArmR006,Rare
thousSorcerer,BRONZE_3,1,upgArmR029,Rare
thousSorcerer,BRONZE_3,1,upgDmgR005,Rare
thousSorcerer,BRONZE_3,9,upgHpR029,Rare
thousSorcerer,BRONZE_3,5,upgArmU007,Uncommon
thousSorcerer,BRONZE_3,5,upgDmgU010,Uncommon
thousSorcerer,BRONZE_3,5,upgHpU012,Uncommon
thousSorcerer,SILVER_1,4,upgArmC003,Common
thousSorcerer,SILVER_1,2,upgDmgC012,Common
thousSorcerer,SILVER_1,8,upgDmgC014,Common
thousSorcerer,SILVER_1,2,upgHpC013,Common
thousSorcerer,SILVER_1,1,upgArmE008,Epic
thousSorcerer,SILVER_1,9,upgArmR029,Rare
thousSorcerer,SILVER_1,9,upgDmgR029,Rare
thousSorcerer,SILVER_1,1,upgHpR002,Rare
thousSorcerer,SILVER_1,4,upgHpR018,Rare
thousSorcerer,SILVER_1,5,upgDmgU019,Uncommon
thousSorcerer,SILVER_1,5,upgHpU012,Uncommon
thousSorcerer,SILVER_2,6,upgArmC005,Common
thousSorcerer,SILVER_2,1,upgDmgE003,Epic
thousSorcerer,SILVER_2,1,upgHpE012,Epic
thousSorcerer,SILVER_2,9,upgArmR029,Rare
thousSorcerer,SILVER_2,6,upgDmgR005,Rare
thousSorcerer,SILVER_2,9,upgDmgR029,Rare
thousSorcerer,SILVER_2,9,upgHpR029,Rare
thousSorcerer,SILVER_2,6,upgArmU006,Uncommon
thousSorcerer,SILVER_3,3,upgArmC007,Common
thousSorcerer,SILVER_3,4,upgArmC011,Common
thousSorcerer,SILVER_3,4,upgArmC012,Common
thousSorcerer,SILVER_3,2,upgDmgC007,Common
thousSorcerer,SILVER_3,4,upgDmgC012,Common
thousSorcerer,SILVER_3,8,upgDmgC014,Common
thousSorcerer,SILVER_3,4,upgHpC008,Common
thousSorcerer,SILVER_3,9,upgHpC010,Common
thousSorcerer,SILVER_3,1,upgArmE008,Epic
thousSorcerer,SILVER_3,4,upgArmR006,Rare
thousSorcerer,SILVER_3,18,upgDmgR029,Rare
thousSorcerer,SILVER_3,10,upgHpR008,Rare
thousSorcerer,SILVER_3,9,upgHpR029,Rare
thousSorcerer,SILVER_3,5,upgArmU007,Uncommon
thousSorcerer,SILVER_3,5,upgDmgU010,Uncommon
thousSorcerer,SILVER_3,10,upgDmgU019,Uncommon
thousSorcerer,SILVER_3,6,upgHpU009,Uncommon
thousSorcerer,GOLD_1,12,upgArmC006,Common
thousSorcerer,GOLD_1,12,upgDmgC003,Common
thousSorcerer,GOLD_1,6,upgDmgC005,Common
thousSorcerer,GOLD_1,6,upgDmgC008,Common
thousSorcerer,GOLD_1,2,upgDmgC013,Common
thousSorcerer,GOLD_1,6,upgHpC015,Common
thousSorcerer,GOLD_1,4,upgHpC016,Common
thousSorcerer,GOLD_1,5,upgArmE009,Epic
thousSorcerer,GOLD_1,7,upgDmgE003,Epic
thousSorcerer,GOLD_1,5,upgDmgE010,Epic
thousSorcerer,GOLD_1,1,upgHpL109,Legendary
thousSorcerer,GOLD_1,9,upgArmR029,Rare
thousSorcerer,GOLD_1,7,upgDmgR003,Rare
thousSorcerer,GOLD_1,9,upgDmgR029,Rare
thousSorcerer,GOLD_1,15,upgArmU013,Uncommon
thousSorcerer,GOLD_1,10,upgDmgU009,Uncommon
thousSorcerer,GOLD_1,10,upgDmgU011,Uncommon
thousSorcerer,GOLD_1,5,upgHpU016,Uncommon
thousSorcerer,GOLD_2,8,upgArmC003,Common
thousSorcerer,GOLD_2,12,upgArmC005,Common
thousSorcerer,GOLD_2,3,upgArmC007,Common
thousSorcerer,GOLD_2,8,upgArmC011,Common
thousSorcerer,GOLD_2,8,upgArmC012,Common
thousSorcerer,GOLD_2,4,upgArmC013,Common
thousSorcerer,GOLD_2,4,upgDmgC007,Common
thousSorcerer,GOLD_2,4,upgHpC008,Common
thousSorcerer,GOLD_2,9,upgHpC010,Common
thousSorcerer,GOLD_2,6,upgHpC013,Common
thousSorcerer,GOLD_2,3,upgArmE008,Epic
thousSorcerer,GOLD_2,1,upgDmgE010,Epic
thousSorcerer,GOLD_2,5,upgHpE012,Epic
thousSorcerer,GOLD_2,2,upgHpE017,Epic
thousSorcerer,GOLD_2,8,upgArmR006,Rare
thousSorcerer,GOLD_2,18,upgArmR029,Rare
thousSorcerer,GOLD_2,12,upgDmgR005,Rare
thousSorcerer,GOLD_2,10,upgHpR008,Rare
thousSorcerer,GOLD_2,18,upgHpR029,Rare
thousSorcerer,GOLD_2,12,upgArmU006,Uncommon
thousSorcerer,GOLD_2,5,upgArmU007,Uncommon
thousSorcerer,GOLD_2,5,upgArmU009,Uncommon
thousSorcerer,GOLD_2,10,upgDmgU010,Uncommon
thousSorcerer,GOLD_2,6,upgHpU009,Uncommon
thousSorcerer,GOLD_2,10,upgHpU012,Uncommon
thousSorcerer,GOLD_3,8,upgArmC003,Common
thousSorcerer,GOLD_3,12,upgArmC007,Common
thousSorcerer,GOLD_3,12,upgDmgC012,Common
thousSorcerer,GOLD_3,24,upgDmgC014,Common
thousSorcerer,GOLD_3,4,upgHpC008,Common
thousSorcerer,GOLD_3,18,upgHpC010,Common
thousSorcerer,GOLD_3,4,upgHpC013,Common
thousSorcerer,GOLD_3,6,upgHpC017,Common
thousSorcerer,GOLD_3,6,upgDmgE010,Epic
thousSorcerer,GOLD_3,5,upgHpE015,Epic
thousSorcerer,GOLD_3,9,upgHpL109,Legendary
thousSorcerer,GOLD_3,18,upgArmR029,Rare
thousSorcerer,GOLD_3,18,upgDmgR029,Rare
thousSorcerer,GOLD_3,10,upgHpR008,Rare
thousSorcerer,GOLD_3,20,upgArmU007,Uncommon
thousSorcerer,GOLD_3,30,upgDmgU019,Uncommon
thousSorcerer,GOLD_3,8,upgHpU009,Uncommon
thousSorcerer,GOLD_3,10,upgHpU012,Uncommon
thousSorcerer,GOLD_3,5,upgHpU017,Uncommon
thousSorcerer,DIAMOND_1,12,upgArmC005,Common
thousSorcerer,DIAMOND_1,12,upgArmC006,Common
thousSorcerer,DIAMOND_1,4,upgArmC011,Common
thousSorcerer,DIAMOND_1,12,upgDmgC003,Common
thousSorcerer,DIAMOND_1,6,upgDmgC005,Common
thousSorcerer,DIAMOND_1,6,upgDmgC008,Common
thousSorcerer,DIAMOND_1,2,upgDmgC013,Common
thousSorcerer,DIAMOND_1,2,upgDmgC015,Common
thousSorcerer,DIAMOND_1,6,upgHpC010,Common
thousSorcerer,DIAMOND_1,6,upgHpC015,Common
thousSorcerer,DIAMOND_1,4,upgHpC016,Common
thousSorcerer,DIAMOND_1,5,upgArmE009,Epic
thousSorcerer,DIAMOND_1,7,upgDmgE003,Epic
thousSorcerer,DIAMOND_1,11,upgDmgE010,Epic
thousSorcerer,DIAMOND_1,18,upgHpL109,Legendary
thousSorcerer,DIAMOND_1,7,upgDmgR003,Rare
thousSorcerer,DIAMOND_1,15,upgHpR008,Rare
thousSorcerer,DIAMOND_1,18,upgHpR029,Rare
thousSorcerer,DIAMOND_1,15,upgArmU013,Uncommon
thousSorcerer,DIAMOND_1,5,upgArmU014,Uncommon
thousSorcerer,DIAMOND_1,10,upgDmgU009,Uncommon
thousSorcerer,DIAMOND_1,10,upgDmgU011,Uncommon
thousSorcerer,DIAMOND_1,6,upgHpU009,Uncommon
thousSorcerer,DIAMOND_1,5,upgHpU016,Uncommon
thousSorcerer,DIAMOND_2,12,upgArmC002,Common
thousSorcerer,DIAMOND_2,12,upgArmC005,Common
thousSorcerer,DIAMOND_2,4,upgArmC011,Common
thousSorcerer,DIAMOND_2,12,upgDmgC003,Common
thousSorcerer,DIAMOND_2,6,upgDmgC005,Common
thousSorcerer,DIAMOND_2,6,upgDmgC008,Common
thousSorcerer,DIAMOND_2,2,upgDmgC013,Common
thousSorcerer,DIAMOND_2,2,upgDmgC015,Common
thousSorcerer,DIAMOND_2,4,upgHpC016,Common
thousSorcerer,DIAMOND_2,6,upgHpC017,Common
thousSorcerer,DIAMOND_2,3,upgArmE010,Epic
thousSorcerer,DIAMOND_2,7,upgDmgE003,Epic
thousSorcerer,DIAMOND_2,17,upgDmgE010,Epic
thousSorcerer,DIAMOND_2,27,upgHpL109,Legendary
thousSorcerer,DIAMOND_2,12,upgArmR015,Rare
thousSorcerer,DIAMOND_2,7,upgDmgR003,Rare
thousSorcerer,DIAMOND_2,9,upgHpR008,Rare
thousSorcerer,DIAMOND_2,12,upgArmU005,Uncommon
thousSorcerer,DIAMOND_2,5,upgArmU014,Uncommon
thousSorcerer,DIAMOND_2,10,upgDmgU009,Uncommon
thousSorcerer,DIAMOND_2,10,upgDmgU011,Uncommon
thousSorcerer,DIAMOND_2,5,upgHpU016,Uncommon
thousSorcerer,DIAMOND_2,5,upgHpU017,Uncommon
thousSorcerer,DIAMOND_3,12,upgArmC005,Common
thousSorcerer,DIAMOND_3,4,upgArmC011,Common
thousSorcerer,DIAMOND_3,2,upgDmgC015,Common
thousSorcerer,DIAMOND_3,6,upgHpC017,Common
thousSorcerer,DIAMOND_3,8,upgArmE008,Epic
thousSorcerer,DIAMOND_3,20,upgDmgE010,Epic
thousSorcerer,DIAMOND_3,8,upgHpE017,Epic
thousSorcerer,DIAMOND_3,8,upgArmL001,Legendary
thousSorcerer,DIAMOND_3,16,upgArmL202,Legendary
thousSorcerer,DIAMOND_3,8,upgDmgL001,Legendary
thousSorcerer,DIAMOND_3,16,upgDmgL202,Legendary
thousSorcerer,DIAMOND_3,27,upgHpL109,Legendary
thousSorcerer,DIAMOND_3,9,upgHpR008,Rare
thousSorcerer,DIAMOND_3,5,upgArmU014,Uncommon
thousSorcerer,DIAMOND_3,5,upgHpU017,Uncommon
thousSorcerer,ADAMANTINE_1,9,upgArmC007,Common
thousSorcerer,ADAMANTINE_1,12,upgHpC007,Common
thousSorcerer,ADAMANTINE_1,9,upgHpC010,Common
thousSorcerer,ADAMANTINE_1,6,upgHpC017,Common
thousSorcerer,ADAMANTINE_1,8,upgArmE008,Epic
thousSorcerer,ADAMANTINE_1,7,upgDmgE004,Epic
thousSorcerer,ADAMANTINE_1,14,upgDmgE010,Epic
thousSorcerer,ADAMANTINE_1,5,upgHpE015,Epic
thousSorcerer,ADAMANTINE_1,8,upgHpE017,Epic
thousSorcerer,ADAMANTINE_1,8,upgArmL001,Legendary
